Call number,Customer ID,Duration,Representative,Date of Call,Amount,Rating
Call_8200,C0005,50.0,,2023-11-19,180.0,1.8
Call_8201,C0001,69.0,,2023-11-20,225.0,3.7
Call_8202,C0011,26.0,,2023-11-21,74.0,4.1
Call_8203,C0014,158.0,,2023-11-21,36.0,3.0
Call_8204,C0007,99.0,,2023-11-23,116.0,3.9
Call_8205,C0014,78.0,,2023-11-23,140.0,4.0
Call_8206,C0014,102.0,,2023-11-24,104.0,4.5
Call_8207,C0007,158.0,,2023-11-24,148.0,4.0
Call_8208,C0002,56.0,,2023-11-24,205.0,4.3
Call_8209,C0004,17.0,,2023-11-24,210.0,4.8
Call_8210,C0011,104.0,,2023-11-26,41.0,4.7
Call_8211,C0015,96.0,,2023-11-26,136.0,5.0
Call_8212,C0009,83.0,,2023-11-27,126.0,1.5
Call_8213,C0005,80.0,,2023-11-28,148.0,4.1
Call_8214,C0009,152.0,,2023-11-28,125.0,3.9
Call_8215,C0010,34.0,,2023-11-28,25.0,4.1
Call_8216,C0013,2.0,,2023-11-29,62.0,2.8
Call_8217,C0005,140.0,,2023-11-30,90.0,4.6
Call_8218,C0004,126.0,,2023-12-01,33.0,4.8
Call_8219,C0014,79.0,,2023-12-01,115.0,2.3
Call_8220,C0004,133.0,,2023-12-01,45.0,2.6
Call_8221,C0010,97.0,,2023-12-01,114.0,4.8
Call_8222,C0014,102.0,,2023-12-02,72.0,3.7
Call_8223,C0006,62.0,,2023-12-02,205.0,4.2
Call_8224,C0004,149.0,,2023-12-03,42.0,3.3
Call_8225,C0013,133.0,,2023-12-03,96.0,4.3
Call_8226,C0014,51.0,,2023-12-03,64.0,3.7
Call_8227,C0006,110.0,,2023-12-04,72.0,3.7
Call_8228,C0010,38.0,,2023-12-05,27.0,3.1
Call_8229,C0013,78.0,,2023-12-07,200.0,2.4
Call_8230,C0010,25.0,,2023-12-08,93.0,3.5
Call_8231,C0012,50.0,,2023-12-08,54.0,4.3
Call_8232,C0010,103.0,,2023-12-09,72.0,3.4
Call_8233,C0009,63.0,,2023-12-09,82.0,3.7
Call_8234,C0012,96.0,,2023-12-13,164.0,4.8
Call_8235,C0005,94.0,,2023-12-13,78.0,3.3
Call_8236,C0006,46.0,,2023-12-14,135.0,4.2
Call_8237,C0008,127.0,,2023-12-15,145.0,2.6
Call_8238,C0007,96.0,,2023-12-15,115.0,4.9
Call_8239,C0001,151.0,,2023-12-15,117.0,2.0
Call_8240,C0008,158.0,,2023-12-16,36.0,4.7
Call_8241,C0005,45.0,,2023-12-16,84.0,2.8
Call_8242,C0002,141.0,,2023-12-16,66.0,3.2
Call_8243,C0010,147.0,,2023-12-16,76.0,4.7
Call_8244,C0015,126.0,,2023-12-16,185.0,4.8
Call_8245,C0005,126.0,,2023-12-17,80.0,4.7
Call_8246,C0013,32.0,,2023-12-17,148.0,4.0
Call_8247,C0005,84.0,,2023-12-19,180.0,4.9
Call_8248,C0009,120.0,,2023-12-20,190.0,3.7
Call_8249,C0011,93.0,,2023-12-20,38.0,4.5
Call_8250,C0007,76.0,,2023-12-21,82.0,2.1
Call_8251,C0008,89.0,,2023-12-24,88.0,2.8
Call_8252,C0014,91.0,,2023-12-24,42.0,4.1
Call_8253,C0006,7.0,,2023-12-25,64.0,3.3
Call_8254,C0013,140.0,,2023-12-25,105.0,1.7
Call_8255,C0004,58.0,,2023-12-25,25.0,3.6
Call_8256,C0003,90.0,,2023-12-26,176.0,3.6
Call_8257,C0003,106.0,,2023-12-27,46.0,4.6
Call_8258,C0009,72.0,,2023-12-27,164.0,4.8
Call_8259,C0006,124.0,,2023-12-28,64.0,4.5
Call_8260,C0002,86.0,,2023-12-28,205.0,4.5
Call_8261,C0005,164.0,,2023-12-29,100.0,4.6
Call_8262,C0011,40.0,,2023-12-29,111.0,4.6
Call_8263,C0014,76.0,,2023-12-29,80.0,3.5
Call_8264,C0006,95.0,,2023-12-29,50.0,2.9
Call_8265,C0014,113.0,,2023-12-30,165.0,4.7
Call_8266,C0002,81.0,,2023-12-30,28.0,3.9
Call_8267,C0007,127.0,,2023-12-30,215.0,3.8
Call_8268,C0013,146.0,,2023-12-31,115.0,2.3
Call_8269,C0010,123.0,,2023-12-31,64.0,3.7
Call_8270,C0009,114.0,,2023-12-31,40.0,3.9
